"ID","mean","SD","CV"
"C1P01",0.160474175680912,NA,NA
"C1P30",0.122572392469367,0.017570790731145,14.3350312229047
"C1P31",0.118603033605821,0.00940497557937628,7.92979344072586
"C1P32",0.136988465882788,0.0147675910894662,10.7801711584257
"C1P33",0.186917583888389,0.00758075312451286,4.05566612129945
